parent_key_name,key_to,key_from,default_value,fields_for_computation,to_compute,type
family_planning_and_maternal_healths.is_pregnant,where_do_you_plan_to_deliver_baby,pregnancy/Where_do_you_plan_to_deliver_your_baby,,,,string
family_planning_and_maternal_healths,is_pregnant_or_have_children,pregnancy/Are_you_pregnant_or_lready_have_children,,,,string
family_planning_and_maternal_healths,ANC_visits,pregnancy/P_How_many_Ante_Natal_visits,,,,string
family_planning_and_maternal_healths,how_many_children_do_you_have,pregnancy/How_many_children_do_you_have,,,,string
family_planning_and_maternal_healths.is_pregnant,are_you_taking_ferrous_sulfate_with_folic_acid,pregnancy/Are_you_taking_ferro_hate_with_folic_acid,,,,string
family_planning_and_maternal_healths.is_pregnant,is_this_your_first_pregnancy,pregnancy/Is_this_your_first_pregnancy,,,,string
family_planning_and_maternal_healths.is_pregnant,were_you_vaccinated_with_tetanus_toxoid,pregnancy/Were_you_vaccinated_with_Tetanus_Toxoid,,,,string
family_planning_and_maternal_healths,place_receive_ANC,pregnancy/Where_are_you_receiv_Ante_Natal_Care_ANC,,,,string
family_planning_and_maternal_healths,why_not_deliver_in_health_center,pregnancy/If_you_do_not_plan_d_alth_center_why_not,,,,string
child_healths.newborn,how_soon_colostrum_br_milk_after_delivery,new_born/birth_sm_how_soon_after_d_col,,,,string
child_healths.newborn,place_receive_ANC,new_born/birth_sm_Where_did_you_rcv_anc,,,,string
child_healths.newborn,where_was_baby_delivered,new_born/birth_sm_Where_was_baby_dlv,,,,string
child_healths.newborn,ANC_visits,new_born/birth_sm_How_many_Ante_Natal_v,,,,string
child_healths.newborn,why_not_deliver_in_health_center,new_born/birth_sm_why_did_not_dlv_com,,,,string
child_healths.newborn,provided_first_breast_milk,new_born/birth_sm_Did_u_pvd_the_1st_col,,,,string
child_healths.infant,kind_of_solid_food,infant/What_kind_of_solid_f_providing_your_baby,,,,string
child_healths.infant,why_not_deliver_in_health_center,infant/first_year_why_did_not_dlv_com,,,,string
child_healths.infant,exclusive_breast_feeding,infant/Is_baby_exclusively_breast_feeding,,,,string
child_healths.infant,eating_solid_food,infant/Is_baby_eating_solid_food,,,,string
child_healths.infant,place_receive_ANC,infant/fst_year_Where_did_you_rcv_anc,,,,string
child_healths.infant,where_was_baby_delivered,infant/fst_year_Where_was_baby_dlv,,,,string
child_healths.infant,how_soon_colostrum_br_milk_after_delivery,infant/fst_year_how_soon_after_d_col,,,,string
child_healths.infant,provided_first_breast_milk,infant/fst_year_Did_u_pvd_the_1st_col,,,,string
child_healths.infant,months_of_exclusive_breast_feeding,infant/How_many_months_did_lusively_breast_feed,,,,string
child_healths.infant,following_received,infant/fst_year_child_rcvd_six_mnts,,,,string
child_healths.infant,ANC_visits,infant/fst_year_How_many_Ante_Natal_v,,,,string
child_healths.child,if_yes_what_treatment,child_1_5/what_treatment,,,,string
child_healths.child,following_received,child_1_5/old_year_child_rcvd_six_mnts,,,,string
child_healths.child,times_struggled_to_provide_food_for_child,child_1_5/Have_you_at_any_time_food_for_your_child,,,,string
child_healths.child,treatment_for_malnutrition,child_1_5/Has_your_child_received_treatm,,,,string
,kobo_id,_uuid,,,,string
,registered_at,_submission_time,,,,date
address,barangay,,,,,string
contact_number,country_code,,,,,string
contact_number,number,,,,,string
,date_visits,,date_now,,,array
,email_address,,,,,string
,family_members,,,,,array
health_informations,allergies,,,,,string
health_informations,blood_sign,,,,,string
health_informations,blood_sugar,,,,,string
health_informations,blood_type,,,,,string
health_informations,high_cost_medicine,,,,,string
health_informations,maintenance_drugs,,,,,string
health_informations,medical_equipments,,,,,string
health_informations,date_updated,,,,,date
households,date_updated,,,,,date
households,house_ownership,,,,,string
households,neighborhood_description,,,,,string
households,no_of_families_in_the_household,,,,,integer
identification.id2,identifier,,,,,string
identification.id2,type,,,,,string
identification.id3,identifier,,,,,string
identification.id3,type,,,,,string
,last_name_suffix,,,,,string
,middle_name,,,,,string
profile_picture,name,,,,,string
profile_picture,path,,,,,string
profiles,date_updated,,,,,date
profiles,education,,,,,string
profiles.employment,is_employed,,,,,boolean
profiles,religion,,,,,string
symptoms_collection.abdomen,abdomen,,,,,array
symptoms_collection.arms,elbow,,,,,array
symptoms_collection.arms,fingers,,,,,array
symptoms_collection.arms,hand_and_palm,,,,,array
symptoms_collection.arms,lower_arm,,,,,array
symptoms_collection.arms,upper_arm,,,,,array
symptoms_collection.arms,wrist,,,,,array
symptoms_collection.chest,chest,,,,,array
symptoms_collection.chest,lungs_and_breathing,,,,,array
symptoms_collection,date_updated,,,,,date
symptoms_collection.head,chin_and_jaw,,,,,array
symptoms_collection.head,ears,,,,,array
symptoms_collection.head,eyes,,,,,array
symptoms_collection.head,head,,,,,array
symptoms_collection.head,mouth,,,,,array
symptoms_collection.head,nose,,,,,array
symptoms_collection.legs,foot,,,,,array
symptoms_collection.legs,knee,,,,,array
symptoms_collection.legs,shin,,,,,array
symptoms_collection.legs,thigh,,,,,array
symptoms_collection.legs,toes,,,,,array
symptoms_collection.neck,lowerback,,,,,array
symptoms_collection.neck,neck,,,,,array
symptoms_collection.neck,shoulders,,,,,array
symptoms_collection.neck,throat,,,,,array
symptoms_collection.neck,upperback,,,,,array
symptoms_collection.pelvis,genitals,,,,,array
symptoms_collection.pelvis,hip,,,,,array
symptoms_collection.pelvis,pelvis,,,,,array
symptoms_collection.skin,skin,,,,,array
child_healths.newborn,provided_with_the_following,,,,,array
child_healths.newborn,experience_any,,,,,array
child_healths.infant,mid_upper_arm_circumference,,,,,array
child_healths.infant,following_experience,,,,,array
child_healths.child,mid_upper_arm_circumference,,,,,array
child_healths.child,exclusive_breast_feeding,,,,,boolean
child_healths.child,eating_solid_food,,,,,boolean
child_healths.child,following_experience,,,,,array
child_healths,date_updated,,,,,date
family_planning_and_maternal_healths,are_you_pregnant,,,,,boolean
family_planning_and_maternal_healths.is_pregnant,how_many_parental_visit_did_you_have,,,,,string
family_planning_and_maternal_healths.is_pregnant,did_you_give_birth_less_than_6_weeks_ago,,,,,boolean
family_planning_and_maternal_healths.is_pregnant,did_you_experience_the_following,,,,,array
family_planning_and_maternal_healths.is_pregnant,do_you_intend_to_practice_family_planning,,,,,boolean
family_planning_and_maternal_healths.not_pregnant,have_you_been_pregnant_ever_since,,,,,boolean
family_planning_and_maternal_healths.not_pregnant,how_long_has_it_been_since_your_last_delivery,,,,,string
family_planning_and_maternal_healths.not_pregnant,when_was_your_last_delivery_date,,,,,string
family_planning_and_maternal_healths.not_pregnant,what_type_is_the_place_of_delivery,,,,,string
family_planning_and_maternal_healths.not_pregnant,what_childbirth_support_did_you_received,,,,,string
family_planning_and_maternal_healths.not_pregnant,did_you_experience_any_of_the_following_after_delivery,,,,,array
family_planning_and_maternal_healths.not_pregnant,do_you_have_spouse_right_now,,,,,boolean
family_planning_and_maternal_healths.not_pregnant,are_you_both_using_any_family_method,,,,,boolean
family_planning_and_maternal_healths.not_pregnant,family_planning_methods_you_are_using,,,,,array
family_planning_and_maternal_healths.not_pregnant,are_you_willing_to_use_any_family_planning_method,,,,,boolean
family_planning_and_maternal_healths,date_updated,,,,,date
dental_health,date_updated,,,,,date
disability,date_updated,,,,,date
,type,,user-resident,,,string
family_planning_and_maternal_healths,no_ANC_why_not,pregnancy/If_you_are_not_recei_alth_Center_Why_not,,,,string
